audio_id	sentence	BitsPerSample	durationMsec	sampleRate	speaker_gender	speaker_birth_year	user_id	mother_tongue
221108-200021_loz_fcd_elicit_0.wav	musizana ha sa itumelezi sipula a bulelela kayama kuli a fe musizana voo mali a tumelelano 	16	8507	16000	Male	2000	884530798	loz
221108-200021_loz_fcd_elicit_1.wav	sipula hape a kupa ka mwengo kuli a zibise bashemi ba hae ka za ngambolo ya bona 	16	7691	16000	Male	2000	884530798	loz
221108-200021_loz_fcd_elicit_2.wav	ni kuli hape ba ta kuta ku to utwa maikuto a bona ni kuli ha ku konahala ba talime ni za maonda 	16	10549	16000	Male	2000	884530798	loz
221108-200021_loz_fcd_elicit_3.wav	musizana a lumela likupo zeo 	16	3403	16000	Male	2000	884530798	loz
221108-200021_loz_fcd_elicit_4.wav	zeo ha li felile sipula ni ba habo ba laeza ku kutela ku bona 	16	7328	16000	Male	2000	884530798	loz
221108-200021_loz_fcd_elicit_5.wav	mwa nzila kayama a buza sipula a li nate kwa sepisa nji 	16	6329	16000	Male	2000	884530798	loz
220926-021027_loz_0da_elicit_0.wav	mapokola ni bona ba u shemba shemba kuli u sike wa shwa 	16	7101	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_1.wav	musefo wa zwela pili kono kamuyongole ni yena a i pelekela hande ku luckins 	16	9301	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_2.wav	bo njolo ni munn a hae ne ba se ba wile lipilu ko ne ba inzi kakuli mane ne se ili nulule ya nineteen forty six 	16	14293	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_3.wav	ka nako ye musefo wa ombala hanyinyani mwa litaunu mo ne u cisa kakuli mapokola ne ba se ba hupuzi ku bata bata kwa wankie 	16	17537	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_4.wav	kamuyongole ni yena ka nako yeo musefo no tutezi kaw wankie na sa sepilwe hahulu ki luckins kakuli na sebeza hande 	16	17265	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_5.wav	hape na ziba sikuwa hanyinyani 	16	4219	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_6.wav	luckins a mu keta kuli a itute ku zamaisa mota ili kuli a zamaisange simbayambaya fa famu 	16	11570	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_7.wav	kamuyongole a ituta ku zamaisa mota mane a nga ni linolo la teni kakuli libizo la hae foo ne li si ka tumuka kale me li sa kenile 	16	17900	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_8.wav	kamuyongole a tabela hahulu musebezi wa na sa itutile 	16	6942	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_9.wav	fokunwi na sa lumiwanga kwa taunu ku yo lekisa miloho ni ku yo leka lico za luckins 	16	11003	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_10.wav	nto ya na s a ezi ki kuli a ye kwa taunu ni njolo kakuli na ziba kuli a ka swana a zibiwa kakuli ni yena na batahala 	16	15427	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_11.wav	mapokola nako ye ne ba se ba tiliselize ku kamuna wankie kuli mwendi ba ta fumana mutu ye ba bata 	16	12705	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_12.wav	kakuli moo ne ba si ka bata teni ba li ku kala 	16	5739	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_13.wav	mutikitivi ya na lumilwe teni ne sa li ziki 	16	7486	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_14.wav	koo ziki a bata ka meto a mafubelu kono kwa pala ku fumana sa na bata 	16	10708	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_15.wav	nako ye na s a hupula kuli haiba nongolo u sa pila mwendi u two o fuluhela ku ya kwa bulawayo kapa kwa jubeki 	16	17310	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_16.wav	kono sa na ta saba kuli a palelwe ku nola kini 	16	7396	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_17.wav	nako ye hape ba kwa hae ni manolo a ne ba amuhelanga na sa bonwi mi kona ba lumela sa na bulezi sipai kuli mwan a bona ha pili 	16	19261	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_18.wav	hanz a batisisa mwa wankie cwalo ziki a fumana teni munna ya bizwa ambulula 	16	11230	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_19.wav	ambulula a talusa kuli na kwezi mota i linwi ni nongolo ni njolo fa mongu ka nineteen forty five 	16	10390	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_20.wav	ambulula a talusa kuli na zibana ni nongolo kakuli ne ba taha kwa wankie kaufela kono ka baka la lifufa nongolo ne ba si ka twaelana 	16	18581	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_21.wav	a talusa hape kuli ha lu fita fo ne a siyezi na ile ni mutangana ya bizwa kamuyongole manyando 	16	12273	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_22.wav	ziki a kupa ambulula kuli a mu taluseze za na ziba kaufela ka mutu yo ya na sali ku ba a sa utwi kamuyongole manyando 	16	16176	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_23.wav	ambulula a talusa kuli na sa zibi hande kamuyongole kono sa na ziba feela ki libizo la hae kakuli mwa nzila na kupanga lusokwana ku musal a hae 	16	19080	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_24.wav	mi mane ni mulilo na yakanga hahulu fa liiso la luna hape hanata ne ba tona ni yena ku fitela a twaelana ni nongolo 	16	16425	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_25.wav	ziki hape a nwaya tulelu twa hae ka ku bona liseli le linwi 	16	8712	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_26.wav	ziki a kupa ku bonana ni musal a ambulula 	16	6579	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_27.wav	musal a ambulula a bulla a bulela za na boni kwa musindi ha ne ba il o ka mezi ni njolo 	16	12183	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_28.wav	ambulula hape a ekeza kuli ha fitile mwa libingi kamuyongole na ile nzila i linwi ni njolo 	16	12001	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_29.wav	ziki a kolwa kuli u fumani libizo la mutu ya batahala luli mi a hupula kuli wale musebezi wa hae u nolofalile 	16	14610	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_30.wav	ambulula a zibiswa kuli haiba kamuyongole u ta fumaneha ni yena u ta tokwahala 	16	10436	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_31.wav	ha kutile mwa libingi ziki a talusa za il o fumana 	16	6579	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_32.wav	mapokola ba hatisa mwa mutende kuli mutu ya bizwa kamuyongole manyando wa tokwahala mi ya ziba kwa inzi kaufela a bihele mapokola ba ba inzi fa kaufi kaufela 	16	19942	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_33.wav	kamuyongole ki munna yo mutelele wa mubili o mutunanyana ili mulozi ka mushobo 	16	10912	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_34.wav	nila ne i ka ba butuna mutu u kona ku sitatala fa kacwenyana kamuyongole zazi la taha kwa taunu ili ona mwa lusaka 	16	16493	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_35.wav	a fumana mwanana ya lekisa mutende fa musika foo na yemisize mota ya hae ku lekisa miloho ya mukuwa wa hac 	16	13839	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_36.wav	ha bona banana ba ba lekisa mutende na si ka isa kwa teni pilu 	16	2132	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_37.wav	kono mutangana yo munwi ya na lekile mutende ili wa mubemba na bulezi ze ne tabile pilu kamuyongole ha li 	16	12705	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_38.wav	iwe mune chanda umfwa ku buloshi ba le fwaya umuntu umo ne shina lyakwe ni kamuyongole manyando 	16	12750	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_39.wav	uyu kwena a li no mulandu ukalamba uyo balemba mu mitundu yonse 	16	8439	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_40.wav	ka silozi ki kuli wena chanda utwa ni ku bulelele ze ni bala mwa mutende mo 	16	10141	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_41.wav	ba li kwa bulozi ba sweli ku bata mutu ya bizwa kamuyongole manyando 	16	8462	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_42.wav	mi ni sepa kuli u na ni mulatu o mutuna yo ye ba nozi mwa mishobo kaufela 	16	10527	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_43.wav	kamu yongole nako yeo na sa utwa hahulu sibemba ni sinyanja mi batangana bao mane ba ne ba bulelela yena 	16	12977	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_44.wav	a pilu ye bata ku zwa mwa sifuba ni mazoho a njanja a ya ku mwanana ya na lekisa mutende kuli ni yena a itekele a palele 	16	16312	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_45.wav	ha yo wela fa likepe la silozi lito la hae la sitatala fa libizo la hac 	16	9256	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_46.wav	kamuyongole a hupula kuli u tile ni situpa sa hae ni linolo la ku zamaisa mota mi ku ze kaufela se si ka buziwa ki mapokola si ka tisa kuli a swaliwe 	16	20078	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_47.wav	batu ba sa kubukani kwa mota ya hae ku bata miloho kamuyongole a i bumisa kono ili ka sabo mi na matisa hahulu 	16	15835	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_48.wav	ha li a longoke mwa taunu a katana mupokola ya na lemuhile kuli mota ya ha i mata hahulu 	16	10799	16000	Male	2002	1937997353	loz
220926-021027_loz_0da_elicit_49.wav	mupokola a lika ku mu yemisa ka ku yema mwa nzila ni ku yemisa lizoho kono mupokola na na ni ku yabuka 	16	12682	16000	Male	2002	1937997353	loz
220926-004829_loz_0da_elicit_0.wav	nongolo ne li munoli yo mutuna kamita mi luli ne ba lukela ku bilaela 	16	9460	16000	Male	2002	1937997353	loz
220926-004829_loz_0da_elicit_1.wav	sandala ili munyan a nongolo ya na kena fa sefula na bata mali a ku feleleza tifo ya hae mwa sikolo 	16	12863	16000	Male	2002	1937997353	loz
220926-004829_loz_0da_elicit_2.wav	a nolela muhulwan a hae hanata yena ka sibili ku sina kalabo 	16	9301	16000	Male	2002	1937997353	loz
220926-004829_loz_0da_elicit_3.wav	bo sipato bo ndatahe nongolo ba clezwa ki mulikan a nongolo mwan a bona ya na sa utwile kuli ha ku zibwi kapa nongolo 	16	16561	16000	Male	2002	1937997353	loz
